"tipo";"situacao";"data";"hora";"bairro";"endereco";"numero";"complemento";"natureza";"descricao";"auto";"moto";"ciclom";"ciclista";"pedestre";"onibus";"caminhao";"viatura";"outros";"vitimas"
"SEM VÍTIMA";"FINALIZADA";NA;18:04:00;"DOIS UNIDOS";"AV HILDEBRANDO DE VASCONCELOS";"739";"PROX. A ACADEMIA TOP FITNESS";"COLISÃO";"AUTO E MOTO, O CONDUTOR DA MOTO APRESENTA SINAIS DE EMBRIAGUEZ";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;22:05:00;"ROSARINHO";"RUA TREZE DE JUNHO";NA;"COM A AV NORTE MIGUEL ARRAES ALENCAR";"COLISÃO";"AUTO E SHINERAY";"1";NA;"1";NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;22:20:00;"BOA VIAGEM";"AV ANTONIO DE GOES";NA;"SOB A PONTE DO CABANGA, PROX. A LOMBADA ELETRONICA, SENTIDO SUBURBIO";"COLISÃO";"VT DA PM E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;22:36:00;"IPSEP";"RUA HELIO BRANDAO";NA;"CRUZAMENTO COM A BENTO DA GAMA PROX A PIZZARIA ATLANTICO";"COLISÃO";"TAXI E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;08:03:00;"ESPINHEIRO";"RUA CONS PORTELA";"S/N";"E/F A FARMACIA PAGUE MENOS (SEMÁFORO N 011)";"COLISÃO";"SEM VÍTIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;08:24:00;"SANTO AMARO";"RUA DO POMBAL";NA;"EM FRENTE A O CEMITERIO DE SANTO AMARO";"COLISÃO";"COM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;10:04:00;"PINA";"AV HERCULANO BANDEIRA";"687";"ENTRE A FARMACIA BIG BEN E A PAGUE  MENOS";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;10:07:00;"SÃO JOSÉ";"RUA IMPERADOR PEDRO SEGUNDO";"290";"EM FRENTE DO CADASTRO UNICO DA BOLSA FAMILIA";"COLISÃO";"COL.S/V  NO SEMAFORO N206";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;10:16:00;"IBURA";"AV DOIS RIOS";NA;"UR 01  NA SUBIDA DA LADEIRA  DA COAB";"COLISÃO";"COLISÃO  SEM VITIMAS GM   SERGIO  SANTOS QTH";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;15:53:00;"SANTO ANTÔNIO";"RUA DO SOL";NA;"AO LADO DO TEATRO SANTA ISABEL";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;16:26:00;"CASA AMARELA";"RUA PADRE LEMOS";NA;"PROX A KINITOS  / SENT SUB";"COLISÃO";"MOTO E AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;16:33:00;"VÁRZEA";"RUA RIBEIRO PESSOA";NA;"E/F DO SEMAFORO 281 E/F DA UPA";"COLISÃO";"COLISAO DE AUTO E ONIBUS S/V";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;17:34:00;"CASA AMARELA";"RUA XAVANTES";"104";"RUA DO SUPERMERCADO CANELA";"COLISÃO";"NOTO E AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;17:47:00;"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";"5653";"EM FRENTE AO AEROPORTO / SENTIDO CIDADE";"COLISÃO";"COLISÃO SEM VÍTIMA/ VT 09 NO LOCAL";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;18:15:00;"ESPINHEIRO";"RUA DA HORA";"885";"PROX. DO RESTAURANTE FR.SHOPP DE ESQUINA COM RUA SÃO SALVADOR";"COLISÃO";"ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;18:24:00;"BAIRRO DO RECIFE";"CAIS DO APOLO";"XX";"APOS A PREFEITURA DO RECIFE SENT. AV. NORTE NO GIRADOR";"COLISÃO";"CAMINHÃO E AUTO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;02:08:00;"SANTO AMARO";"AV VISCONDE DE SUASSUNA";NA;"PRÓXIMO AO MINISTÉRIO PÚBLICO";"COLISÃO";"COLISÃO ENTRE UM AUTO E ÔNIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;08:01:00;"CAXANGÁ";"AV CAXANGA";NA;"SEMAFORO N264";"COLISÃO";"COL.S/V,SET CD";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;08:07:00;"ENGENHO DO MEIO";"RUA ANTONIO CURADO";"449";"AO LADO DA PADARIA DO JOCA";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;09:08:00;"CORDEIRO";"AV CAXANGA";NA;"EM FRENTE A SHINERAY,SENT/CAMARAGIBE,SEMAFORO 236";"COLISÃO";"COM UMA VITIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"COM VÍTIMA";"FINALIZADA";NA;09:09:00;"CASA FORTE";"AV DEZESSETE DE AGOSTO";"941";"EM FRENTE AO LABORATORIO CERPE";"COLISÃO";"COL.C/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";NA;10:43:00;"CIDADE UNIVERSITÁRIA";"AV PROFESSOR LUIZ FREIRE";"900";"EM FRENTE AO IPEM";"COLISÃO";"SEM VITIMAS";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;10:58:00;"CORDEIRO";"RUA ANTONIO CARLOS";"130";"EM  FRENTE AO COLEGIO FONTAINHA  DE ABREU";"COLISÃO";"COLISÃO  COM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"2"
"SEM VÍTIMA";"FINALIZADA";NA;11:26:00;"ILHA DO LEITE";"RUA FRANCISCO ALVES";"578";"AO LADO DO HOSPITAL ESPERANÇA";"COLISÃO";"COL.S/V";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;12:39:00;"CORDEIRO";"AV GENERAL SAN MARTIN";NA;"ENFR AO HOSPITAL GETULIO VARGAS SENTIDO SUBURBIO";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";NA;14:01:00;"ILHA DO RETIRO";"AV BEIRA RIO";"360";"E/F DO EDF MARIA TEREZA";"COLISÃO";"POR TRAS DO CAMPO DO SPORT";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;17:41:00;"BOA VIAGEM";"AV MARECHAL JUAREZ TAVORA";"250";"CRUZANDO COM A RUA COPA CABANA";"COLISÃO";"AUTO E SHINERAY";"1";NA;"1";NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;18:05:00;"BOA VISTA";"RUA DR JOSE MARIANO";"425";"EM FRENTE A FERREIRA PINTO, QUASE ESQUINA COM RUA VELHA";"COLISÃO";"AUTO E CAMINHAO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;18:57:00;"AFOGADOS";"RUA DA PAZ";"XX";"CRUZAMENTO COM NICOLAU PEREIRA";"COLISÃO";"AUTO E ONIBUS DA VERA CRUZ";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;19:07:00;"JORDÃO";"AV MARIA IRENE";"837";"PROX. AO EDIF. JAIME RAMALHO, EM FRENTE A MADEREIRA SAO JOAO";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;19:45:00;"PINA";"AV CONSELHEIRO AGUIAR";NA;"PROX. AO JCPM, E A PADARIA DIPLOMATA, SENTIDO CIDADE, SEMAFORO 138";"COLISÃO";"AUTO E ONIBUS BRT";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;21:15:00;"BOA VIAGEM";"RUA ANTONIO FALCAO";"714";"EM FRENTE DA PADARIA PARQUE DO CLIRIO EM HOTEL MOBILE";"COLISÃO";"MOTO E AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;07:42:00;"SAN MARTIN";"AV ENGENHEIRO ABDIAS DE CARVALHO";NA;"NO SEMÁFORO 058";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;08:55:00;"BEBERIBE";"AV BEBERIBE";"2686";"EM  FRENTE A EQUIPADORA  N.O.S";"COLISÃO";"COLISÃO SEM VITIMAS";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;09:03:00;"BOA VIAGEM";"AV DOM JOAO VI";NA;"PROXIMO AO SHOPPING RECIFE/ SENTIDO PINA";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;09:34:00;"IMBIRIBEIRA";"AV RECIFE";NA;"AO LADO DO SAL E BRASA";"COLISÃO";"COL.C/V .SET BOA VIAGEM";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;10:40:00;"BOA VIAGEM";"AV DOM JOAO VI";NA;"POR TRAS DO SHOPPING CENTER RECIFE";"COLISÃO";"COLISÃO SEM VITIMAS";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;11:04:00;"BOA VIAGEM";"AV ENGENHEIRO DOMINGOS FERREIRA";"3286";"EM FRENTE A EXTRA FARMA";"COLISÃO";"COLISÃO SEM VITIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;11:25:00;"AFOGADOS";"AV SUL";"1800";"EM FRENTE A INGREJA GRANDE ORIENTE PERNAMBUCO/  SENTIDO CIDADE";"COLISÃO";"COLISÃO COM VÍTIMA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;12:52:00;"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";NA;"EM FRENTE A CITROEN SENTIDO SUB/CID";"COLISÃO";"CAMINHAO X AUTO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;14:20:00;"BOA VISTA";"RUA DO HOSPICIO";NA;"PROX AS LOJAS AMERICANAS";"COLISÃO";"ONIBUS E TAXI";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;14:59:00;"SANTO AMARO";"AV MARIO MELO";"XX";"EM FRENTE DA IGREJA UNIVERSAL E ESTAÇÃO DO BRT";"COLISÃO";"ONIBUS, AUTO E MOTO";"1";"1";NA;NA;NA;"1";NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;16:18:00;"ESPINHEIRO";"RUA VIGARIO BARRETO";"127";"E/F A TRINO";"COLISÃO";"01 MOTO 01 AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;16:50:00;"PRADO";"EST DOS REMEDIOS";NA;"CRUZ COM AV ABDIAS DE CARVALHO, E/F A BOB´S";"COLISÃO";"01 AUTO 01 CAMINHÃO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;17:27:00;"ESPINHEIRO";"AV JOAO DE BARROS";"XX";"EM FRENTE DO SUPERMERCADO EXTRA";"COLISÃO";"ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;17:48:00;"ESPINHEIRO";"AV JOAO DE BARROS";"1212";"APOS O VIADULTO DA JOAO DE BARROS E DO EXTRA SUPERMERCADO";"COLISÃO";"AUTO E ONIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"CANCELADA";NA;18:41:00;"AFOGADOS";"AV SUL";NA;"EM FRENTE A IGREJA GRANDE ORIENTE N1800";"COLISÃO";"OUVI UMA COLISÃO ENTRE UMA BICICLETA E UM CIVIC LOGO AO LADO OUVE UM ATROPELAMENTO DE UMA MOTO E UM PEDESTRE";"1";"1";NA;"1";"1";NA;NA;NA;NA;"1"
"COM VÍTIMA";"FINALIZADA";NA;19:09:00;"BOA VIAGEM";"RUA ALMIRANTE BATISTA LEAO";"305";"ESQUINA COM A BALTAZAR PASSOS";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;19:42:00;"BOA VIAGEM";"RUA BALTAZAR PASSOS";NA;"CRUZAMENTO COM A VISCONDE DE JEQUITINHONHA";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;20:10:00;"CAMPO GRANDE";"RUA ODORICO MENDES";"481";"EM FRENTE DO SUPERMERCADO STILLOS";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;22:35:00;"ESTÂNCIA";"AV DR JOSE RUFINO";"98";"PROX AO COLEGIO VISAO";"COLISÃO";"RENAULT E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"2"
"COM VÍTIMA";"FINALIZADA";NA;23:57:00;"BARRO";"AV DR JOSE RUFINO";NA;"PROX DA ESCOLA ALBERTO TORRES, PROX DO MOTEL OLIMPIKUS";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO C/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"2"
"SEM VÍTIMA";"FINALIZADA";NA;08:17:00;"MADALENA";"RUA BENFICA";NA;"NO SEMAFORO N515";"COLISÃO";"COL.S/V";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;08:26:00;"JORDÃO";"AV MARIA IRENE";"1754";"EM FRENTE AO POSTO DE GASOLINA IPIRANGA";"COLISÃO";"SEM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;10:47:00;"ILHA DO LEITE";"RUA JORNALISTA TRAJANO CHACON";NA;"EM FRENTE AO HOPITAL PORTUGUES ,SENT/OLINDA";"COLISÃO";"SEM VITIMAS";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;11:12:00;"BOA VISTA";"RUA DA AURORA";NA;"E/F A ASSEMBLEIA LEGISLATIVA, SEMÁFORO N 429";"COLISÃO";"COM UMA VÍTIMA. COLISÃO ENTRE AUTO E BICICLETA.";"1";NA;NA;"1";NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;15:27:00;"CAXANGÁ";"RUA GASTAO VIDIGAL";NA;"NA ESQUINA DO PADRE CICERO";"COLISÃO";"COLISAO ENVOENDO AUTO E CARROÇA";"1";NA;NA;NA;NA;NA;NA;NA;"1";"0"
"SEM VÍTIMA";"FINALIZADA";NA;16:07:00;"ESTÂNCIA";"AV RECIFE";NA;"APOS A DESCIDA DO VIADTO NO MAKRO SENTIDO BR";"COLISÃO";"COLISAO ENTRE AUTO E CAMINHAO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;16:11:00;"CAMPO GRANDE";"AV GOVERNADOR AGAMENON MAGALHAES";NA;"SEMÁFORO 049/ DR. JAIME DA FONTE";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO COM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;16:34:00;"CAXANGÁ";"AV CAXANGA";NA;"E/F DA FIAT ITALIANA S/T SUB";"COLISÃO";"COLISAO DE MOTO E AUTO S/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;16:52:00;"IPSEP";"RUA TEREZINA";"3A";"ANTES DE SUBIR O PAN DE AREIAS  A DIREITA";"COLISÃO";"CAMINHAO E AUTO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;17:03:00;"ARRUDA";"RUA DAS MOCAS";"245";"AO LADO DO CAMPO DO ARRUDA";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;17:22:00;"BOA VIAGEM";"AV ENGENHEIRO DOMINGOS FERREIRA";"1920";"EM FRENTE A CASA DOS FRIOS";"COLISÃO";"MOTO E AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";NA;17:51:00;"BAIRRO DO RECIFE";"CAIS DO APOLO";NA;"PROXIMO AO POSTO SHELL SENTIDO OLINDA";"COLISÃO";"CAMINHÃO E AUTO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;17:59:00;"AFOGADOS";"RUA IMPERIAL";NA;"NA DESCIDA DA PONTE MOTOCOLOMBO, SENTIDO SUBURBIO, EM FRENTE A FABRICA ALUMIAÇO";"COLISÃO";"DOIS AUTOS";"1";NA;NA;NA;NA;NA;NA;NA;"1";"0"
"SEM VÍTIMA";"FINALIZADA";NA;18:34:00;"PARNAMIRIM";"AV PARNAMIRIM";"380";"ENFR AO SANTANDE E CRUZAMENTO COM A PADRE ROMA";"COLISÃO";"AUTO E ONIBUS PEDROSA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;18:35:00;"CIDADE UNIVERSITÁRIA";"AV PROFESSOR MORAES REGO";NA;"DENTRO DA UFPE";"COLISÃO";"AUTO E ONIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;19:01:00;"BOA VIAGEM";"AV CONSELHEIRO AGUIAR";NA;"CRUZAMENTO COM ARTUR MUNIZ";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";NA;19:10:00;"IMBIRIBEIRA";"RUA ALEMANHA";NA;"AO LADO POSTO BR,  SENTIDO PRAZERES, SEMAFORO 631";"COLISÃO";"AUTO E CAMINHAO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;06:26:00;"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";NA;"E/F AO ARMAZÉM CORAL, SENTIDO CIDADE. (SEMÁFORO 286)";"COLISÃO";"SEM VÍTIMAS";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;06:28:00;"CIDADE UNIVERSITÁRIA";"RUA MARIO CAMPELO";NA;"NA RUA  DO IFPE  CRUZ  COM A ACADEMICO HELIO RAMOS";"COLISÃO";"COLISÃO  COM VITIMAS SOCORRIDO PELOS  BOMBEIROS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"2"
"SEM VÍTIMA";"FINALIZADA";NA;08:45:00;"MADALENA";"RUA BENFICA";NA;"EM FRENTE AO CLUB INTERNACIONAL";"COLISÃO";"COL.S/V SET,SUB";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;10:38:00;"SANTO AMARO";"RUA ALVARES DE AZEVEDO";NA;"E/F AO PROCAPE";"COLISÃO";"SEM VÍTIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;11:54:00;"AFOGADOS";"RUA COSME VIANA";NA;"EM FRENTE A BASE DA SERTTEL";"COLISÃO";"AUTO E CARROÇA";"1";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;12:09:00;"CASA FORTE";"AV DEZESSETE DE AGOSTO";NA;"EM FRENTE AO MUSEUN DO HOMEM DO NORDESTE";"COLISÃO";"COM  UMA VITIMA";"1";NA;"1";NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;12:33:00;"PINA";"AV HERCULANO BANDEIRA";NA;"EM FRENTE AO ATACADAO DOS PRESENTES";"COLISÃO";"COLISAO ENVOLVENDO AUTO E ONIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;15:37:00;"PRADO";"RUA SANTA EDWIRGES";"295";"EM FRENTE DO DEPOSITO DE  PROCESSO DA JUSTIÇA";"COLISÃO";"MOTO E AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;15:57:00;"TOTÓ";"RUA PAULINO DE FARIAS";"623";"EM FRENTE A IGREJA CONGREGACIONAL";"COLISÃO";"SEM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;16:08:00;"AREIAS";"AV RECIFE";NA;"EM FRENTE A BRINKS";"COLISÃO";"SENTIDO BR";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";NA;17:46:00;"BOA VIAGEM";"RUA CAPITAO ZUZINHA";"361";"SAÍDA DA RUA SÁ E SOUZA, RETORNO BOA VIAGEM";"COLISÃO";"01 AUTO 01 ONIBUS EMPRESA BORBOREMA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;19:42:00;"JORDÃO";"AV MARIA IRENE";NA;"ANTES DA PRAÇA, PROX. AO COLEGIO NIQUE DIAS";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";NA;21:17:00;"AREIAS";"AV RECIFE";NA;"SEMAFORO 261, SENTIDO AEROPORTO, NA ENTRADA DE JARDIM SAO PAULO";"COLISÃO";"AUTO E ONIBUS CRT";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;08:00:00;"SAN MARTIN";"RUA VINTE E UM DE ABRIL";NA;"SENTIDO  BR  101  EM   FRENTE AO TERMINAL DE ONIBUS SAN MARTIN";"COLISÃO";"COLISÃO SEM  VITIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;12:05:00;"TEJIPIÓ";"RUA SARGENTO JUVENCIO";"130";"APOS A ESTAÇÃO DE TEJIPIO A PRIMEIRA A DIREIRA EM FRENTE DO SUPERMERCADO LUNA, APOS O VIADULTO";"COLISÃO";"ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;12:06:00;"AFOGADOS";"LARGO DA PAZ";"2660";"E/F A IGREJA UNIVERSAL, SENTIDO IMBIRIBEIRA (SEMÁFORO N 528)";"COLISÃO";"SEM VÍTIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"CANCELADA";NA;14:03:00;"BOA VIAGEM";"AV CONSELHEIRO AGUIAR";"XX";"EM FRENTE DO BANCO BRADESCO CRUZAMENTO COM A RUA FELIX DE BRITO, NO SEMAFORO 546";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";NA;15:05:00;"MACAXEIRA";"AV NORTE";NA;"ANTES DO RETORNO, DA INTEGRAÇÃO DA MACAXEIRA. SENTIDO SUBÚRBIO.";"COLISÃO";"SEM VÍTIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;16:40:00;"IPSEP";"AV RECIFE";"S/N";"PRÓXIMO AO SEMÁFORO 319";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO , SEM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;21:59:00;"ALTO JOSÉ DO PINHO";"COR DO BARTOLOMEU";NA;"RUA CORREGO DO BARTOLOMEU PROX A PADARIA ANDREIA DEPOIS DO REI DA PICANHA A DIREITA";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"2"
"SEM VÍTIMA";"FINALIZADA";NA;22:47:00;"SÃO JOSÉ";"RUA BARAO DA VITORIA";NA;"CRUZ COM A RUA FLORIANO PEIXOTO";"COLISÃO";"COLISAO ENTRE AUTO E ONIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";NA;08:08:00;"TORRE";"RUA REAL DA TORRE";"637";"E/F AO MERCADO DA MADALENA.";"COLISÃO";"COM UMA VÍTIMA.";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"COM VÍTIMA";"FINALIZADA";NA;08:17:00;"DOIS IRMÃOS";"VDO DOIS IRMAOS";NA;"EM FRENTE AO LAFEP";"COLISÃO";"COL.C/V SET.CAXANGA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";NA;08:28:00;"TORRE";"RUA REAL DA TORRE";NA;"E/F AO EXTRA. SEMÁFORO N 106";"COLISÃO";"SEM VÍTIMAS.";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";NA;08:35:00;"BOA VIAGEM";"RUA RIBEIRO DE BRITO";NA;"SEMAFORO 332";"COLISÃO";"AG STEFANE CTTU VAI FAZER  B.O";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"CANCELADA";NA;08:39:00;"AREIAS";"AV DR JOSE RUFINO";NA;"E/F AO SENAI DE AREIAS, SENTIDO SUBÚRBIO";"COLISÃO";"COM UMA VÍTIMA EM ATENDIMENTO PELOS BOMBEIROS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
